location,week,first_dose,second_dose,vaccine,white_prop,black_prop,asian_prop,hispanic_prop
New Hampshire,2020-04-05,19890,19890,pfizer,0.898,0.013,0.026,0.039
Rhode Island,2020-04-05,15210,15210,pfizer,0.705,0.059,0.033,0.166
Vermont,2020-04-05,9360,9360,pfizer,0.928,0.011,0.016,0.018
New Jersey,2020-04-05,120510,120510,pfizer,0.545,0.124,0.096,0.21
New York,2020-04-05,153270,153270,pfizer,0.552,0.14,0.086,0.193
Puerto Rico,2020-04-05,47970,47970,pfizer,0.013,0.001,0,0.982
Delaware,2020-04-05,14040,14040,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-04-05,10530,10530,pfizer,0.367,0.45,0.037,0.112
Maryland,2020-04-05,81900,81900,pfizer,0.499,0.296,0.064,0.106
Pennsylvania,2020-04-05,155610,155610,pfizer,0.76,0.104,0.035,0.078
Virginia,2020-04-05,114660,114660,pfizer,0.613,0.189,0.067,0.096
West Virginia,2020-04-05,25740,25740,pfizer,0.925,0.032,0.008,0.014
Alabama,2020-04-05,66690,66690,pfizer,0.654,0.265,0.014,0.044
Florida,2020-04-05,286650,286650,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-04-05,136890,136890,pfizer,0.52,0.313,0.041,0.098
Kentucky,2020-04-05,60840,60840,pfizer,0.845,0.08,0.016,0.037
Mississippi,2020-04-05,39780,39780,pfizer,0.566,0.376,0.01,0.03
North Carolina,2020-04-05,138060,138060,pfizer,0.627,0.209,0.029,0.097
South Carolina,2020-04-05,67860,67860,pfizer,0.637,0.262,0.017,0.057
Tennessee,2020-04-05,90090,90090,pfizer,0.736,0.164,0.018,0.057
Illinois,2020-04-05,136890,136890,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-04-05,88920,88920,pfizer,0.786,0.092,0.024,0.072
Michigan,2020-04-05,135720,135720,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-04-05,74880,74880,pfizer,0.791,0.064,0.049,0.056
Ohio,2020-04-05,157950,157950,pfizer,0.786,0.122,0.023,0.04
Wisconsin,2020-04-05,79560,79560,pfizer,0.811,0.062,0.03,0.071
Arkansas,2020-04-05,39780,39780,pfizer,0.721,0.152,0.016,0.078
Louisiana,2020-04-05,62010,62010,pfizer,0.588,0.319,0.017,0.052
New Mexico,2020-04-05,29250,29250,pfizer,0.367,0.017,0.016,0.495
Oklahoma,2020-04-05,52650,52650,pfizer,0.65,0.069,0.021,0.111
Texas,2020-04-05,359190,359190,pfizer,0.411,0.117,0.05,0.4
Iowa,2020-04-05,42120,42120,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-04-05,38610,38610,pfizer,0.757,0.055,0.028,0.122
Missouri,2020-04-05,83070,83070,pfizer,0.794,0.112,0.021,0.043
Nebraska,2020-04-05,25740,25740,pfizer,0.785,0.048,0.024,0.113
Colorado,2020-04-05,74880,74880,pfizer,0.678,0.038,0.032,0.218
Montana,2020-04-05,15210,15210,pfizer,0.861,0.006,0.008,0.037
North Dakota,2020-04-05,10530,10530,pfizer,0.841,0.024,0.014,0.04
South Dakota,2020-04-05,11700,11700,pfizer,0.819,0.022,0.013,0.037
Utah,2020-04-05,37440,37440,pfizer,0.778,0.01,0.023,0.144
Wyoming,2020-04-05,8190,8190,pfizer,0.838,0.01,0.006,0.101
Arizona,2020-04-05,93600,93600,pfizer,0.542,0.043,0.033,0.318
California,2020-04-05,524160,524160,pfizer,0.364,0.053,0.147,0.395
Hawaii,2020-04-05,19890,19890,pfizer,0.204,0.012,0.394,0.103
Nevada,2020-04-05,39780,39780,pfizer,0.478,0.092,0.085,0.293
Alaska,2020-04-05,0,0,pfizer,0.6,0.022,0.06,0.07
Idaho,2020-04-05,22230,22230,pfizer,0.816,0.007,0.012,0.129
Oregon,2020-04-05,57330,57330,pfizer,0.75,0.018,0.047,0.134
Washington,2020-04-05,100620,100620,pfizer,0.675,0.038,0.089,0.13
Connecticut,2020-03-29,60840,60840,pfizer,0.657,0.1,0.046,0.169
Maine,2020-03-29,23400,23400,pfizer,0.932,0.014,0.011,0.017
Massachusetts,2020-03-29,117000,117000,pfizer,0.705,0.07,0.067,0.124
New Hampshire,2020-03-29,23400,23400,pfizer,0.898,0.013,0.026,0.039
Rhode Island,2020-03-29,18720,18720,pfizer,0.705,0.059,0.033,0.166
Vermont,2020-03-29,11700,11700,pfizer,0.928,0.011,0.016,0.018
New Jersey,2020-03-29,148590,148590,pfizer,0.545,0.124,0.096,0.21
New York,2020-03-29,188370,188370,pfizer,0.552,0.14,0.086,0.193
Puerto Rico,2020-03-29,58500,58500,pfizer,0.013,0.001,0,0.982
Delaware,2020-03-29,16380,16380,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-03-29,12870,12870,pfizer,0.367,0.45,0.037,0.112
Maryland,2020-03-29,100620,100620,pfizer,0.499,0.296,0.064,0.106
Pennsylvania,2020-03-29,190710,190710,pfizer,0.76,0.104,0.035,0.078
Virginia,2020-03-29,140400,140400,pfizer,0.613,0.189,0.067,0.096
West Virginia,2020-03-29,31590,31590,pfizer,0.925,0.032,0.008,0.014
Alabama,2020-03-29,80730,80730,pfizer,0.654,0.265,0.014,0.044
Florida,2020-03-29,352170,352170,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-03-29,167310,167310,pfizer,0.52,0.313,0.041,0.098
Kentucky,2020-03-29,73710,73710,pfizer,0.845,0.08,0.016,0.037
Mississippi,2020-03-29,49140,49140,pfizer,0.566,0.376,0.01,0.03
North Carolina,2020-03-29,168480,168480,pfizer,0.627,0.209,0.029,0.097
South Carolina,2020-03-29,83070,83070,pfizer,0.637,0.262,0.017,0.057
Tennessee,2020-03-29,111150,111150,pfizer,0.736,0.164,0.018,0.057
Illinois,2020-03-29,167310,167310,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-03-29,108810,108810,pfizer,0.786,0.092,0.024,0.072
Michigan,2020-03-29,166140,166140,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-03-29,91260,91260,pfizer,0.791,0.064,0.049,0.056
Ohio,2020-03-29,194220,194220,pfizer,0.786,0.122,0.023,0.04
Wisconsin,2020-03-29,97110,97110,pfizer,0.811,0.062,0.03,0.071
Arkansas,2020-03-29,49140,49140,pfizer,0.721,0.152,0.016,0.078
Louisiana,2020-03-29,77220,77220,pfizer,0.588,0.319,0.017,0.052
New Mexico,2020-03-29,35100,35100,pfizer,0.367,0.017,0.016,0.495
Oklahoma,2020-03-29,64350,64350,pfizer,0.65,0.069,0.021,0.111
Texas,2020-03-29,441090,441090,pfizer,0.411,0.117,0.05,0.4
Iowa,2020-03-29,51480,51480,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-03-29,47970,47970,pfizer,0.757,0.055,0.028,0.122
Missouri,2020-03-29,101790,101790,pfizer,0.794,0.112,0.021,0.043
Nebraska,2020-03-29,31590,31590,pfizer,0.785,0.048,0.024,0.113
Colorado,2020-03-29,92430,92430,pfizer,0.678,0.038,0.032,0.218
Montana,2020-03-29,17550,17550,pfizer,0.861,0.006,0.008,0.037
North Dakota,2020-03-29,12870,12870,pfizer,0.841,0.024,0.014,0.04
South Dakota,2020-03-29,14040,14040,pfizer,0.819,0.022,0.013,0.037
Utah,2020-03-29,46800,46800,pfizer,0.778,0.01,0.023,0.144
Wyoming,2020-03-29,10530,10530,pfizer,0.838,0.01,0.006,0.101
Arizona,2020-03-29,114660,114660,pfizer,0.542,0.043,0.033,0.318
California,2020-03-29,644670,644670,pfizer,0.364,0.053,0.147,0.395
Hawaii,2020-03-29,24570,24570,pfizer,0.204,0.012,0.394,0.103
Nevada,2020-03-29,49140,49140,pfizer,0.478,0.092,0.085,0.293
Alaska,2020-03-29,91260,79560,pfizer,0.6,0.022,0.06,0.07
Idaho,2020-03-29,26910,26910,pfizer,0.816,0.007,0.012,0.129
Oregon,2020-03-29,70200,70200,pfizer,0.75,0.018,0.047,0.134
Washington,2020-03-29,122850,122850,pfizer,0.675,0.038,0.089,0.13
Connecticut,2020-03-22,50310,50310,pfizer,0.657,0.1,0.046,0.169
Maine,2020-03-22,19890,19890,pfizer,0.932,0.014,0.011,0.017
Massachusetts,2020-03-22,95940,95940,pfizer,0.705,0.07,0.067,0.124
New Hampshire,2020-03-22,19890,19890,pfizer,0.898,0.013,0.026,0.039
Rhode Island,2020-03-22,15210,15210,pfizer,0.705,0.059,0.033,0.166
Vermont,2020-03-22,9360,9360,pfizer,0.928,0.011,0.016,0.018
New Jersey,2020-03-22,120510,120510,pfizer,0.545,0.124,0.096,0.21
New York,2020-03-22,153270,153270,pfizer,0.552,0.14,0.086,0.193
Puerto Rico,2020-03-22,47970,47970,pfizer,0.013,0.001,0,0.982
Delaware,2020-03-22,14040,14040,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-03-22,10530,10530,pfizer,0.367,0.45,0.037,0.112
Maryland,2020-03-22,81900,81900,pfizer,0.499,0.296,0.064,0.106
Pennsylvania,2020-03-22,155610,155610,pfizer,0.76,0.104,0.035,0.078
Virginia,2020-03-22,114660,114660,pfizer,0.613,0.189,0.067,0.096
West Virginia,2020-03-22,25740,25740,pfizer,0.925,0.032,0.008,0.014
Alabama,2020-03-22,66690,66690,pfizer,0.654,0.265,0.014,0.044
Florida,2020-03-22,286650,286650,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-03-22,136890,136890,pfizer,0.52,0.313,0.041,0.098
Kentucky,2020-03-22,60840,60840,pfizer,0.845,0.08,0.016,0.037
Mississippi,2020-03-22,39780,39780,pfizer,0.566,0.376,0.01,0.03
North Carolina,2020-03-22,138060,138060,pfizer,0.627,0.209,0.029,0.097
South Carolina,2020-03-22,67860,67860,pfizer,0.637,0.262,0.017,0.057
Tennessee,2020-03-22,90090,90090,pfizer,0.736,0.164,0.018,0.057
Illinois,2020-03-22,136890,136890,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-03-22,88920,88920,pfizer,0.786,0.092,0.024,0.072
Michigan,2020-03-22,135720,135720,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-03-22,74880,74880,pfizer,0.791,0.064,0.049,0.056
Ohio,2020-03-22,157950,157950,pfizer,0.786,0.122,0.023,0.04
Wisconsin,2020-03-22,79560,79560,pfizer,0.811,0.062,0.03,0.071
Arkansas,2020-03-22,39780,39780,pfizer,0.721,0.152,0.016,0.078
Louisiana,2020-03-22,62010,62010,pfizer,0.588,0.319,0.017,0.052
New Mexico,2020-03-22,29250,29250,pfizer,0.367,0.017,0.016,0.495
Oklahoma,2020-03-22,52650,52650,pfizer,0.65,0.069,0.021,0.111
Texas,2020-03-22,359190,359190,pfizer,0.411,0.117,0.05,0.4
Iowa,2020-03-22,42120,42120,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-03-22,38610,38610,pfizer,0.757,0.055,0.028,0.122
Missouri,2020-03-22,83070,83070,pfizer,0.794,0.112,0.021,0.043
Nebraska,2020-03-22,25740,25740,pfizer,0.785,0.048,0.024,0.113
Colorado,2020-03-22,74880,74880,pfizer,0.678,0.038,0.032,0.218
Montana,2020-03-22,15210,15210,pfizer,0.861,0.006,0.008,0.037
North Dakota,2020-03-22,10530,10530,pfizer,0.841,0.024,0.014,0.04
South Dakota,2020-03-22,11700,11700,pfizer,0.819,0.022,0.013,0.037
Utah,2020-03-22,37440,37440,pfizer,0.778,0.01,0.023,0.144
Wyoming,2020-03-22,8190,8190,pfizer,0.838,0.01,0.006,0.101
Arizona,2020-03-22,93600,93600,pfizer,0.542,0.043,0.033,0.318
California,2020-03-22,524160,524160,pfizer,0.364,0.053,0.147,0.395
Hawaii,2020-03-22,19890,19890,pfizer,0.204,0.012,0.394,0.103
Nevada,2020-03-22,39780,39780,pfizer,0.478,0.092,0.085,0.293
Alaska,2020-03-22,0,0,pfizer,0.6,0.022,0.06,0.07
Idaho,2020-03-22,22230,22230,pfizer,0.816,0.007,0.012,0.129
Oregon,2020-03-22,57330,57330,pfizer,0.75,0.018,0.047,0.134
Washington,2020-03-22,100620,100620,pfizer,0.675,0.038,0.089,0.13
Connecticut,2020-03-15,49140,49140,pfizer,0.657,0.1,0.046,0.169
Maine,2020-03-15,18720,18720,pfizer,0.932,0.014,0.011,0.017
Massachusetts,2020-03-15,93600,93600,pfizer,0.705,0.07,0.067,0.124
New Hampshire,2020-03-15,18720,18720,pfizer,0.898,0.013,0.026,0.039
Rhode Island,2020-03-15,15210,15210,pfizer,0.705,0.059,0.033,0.166
Vermont,2020-03-15,9360,9360,pfizer,0.928,0.011,0.016,0.018
New Jersey,2020-03-15,119340,119340,pfizer,0.545,0.124,0.096,0.21
New York,2020-03-15,150930,150930,pfizer,0.552,0.14,0.086,0.193
Puerto Rico,2020-03-15,46800,46800,pfizer,0.013,0.001,0,0.982
Delaware,2020-03-15,12870,12870,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-03-15,10530,10530,pfizer,0.367,0.45,0.037,0.112
Maryland,2020-03-15,80730,80730,pfizer,0.499,0.296,0.064,0.106
Pennsylvania,2020-03-15,153270,153270,pfizer,0.76,0.104,0.035,0.078
Virginia,2020-03-15,112320,112320,pfizer,0.613,0.189,0.067,0.096
West Virginia,2020-03-15,25740,25740,pfizer,0.925,0.032,0.008,0.014
Alabama,2020-03-15,65520,65520,pfizer,0.654,0.265,0.014,0.044
Florida,2020-03-15,281970,281970,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-03-15,134550,134550,pfizer,0.52,0.313,0.041,0.098
Kentucky,2020-03-15,59670,59670,pfizer,0.845,0.08,0.016,0.037
Mississippi,2020-03-15,39780,39780,pfizer,0.566,0.376,0.01,0.03
North Carolina,2020-03-15,135720,135720,pfizer,0.627,0.209,0.029,0.097
South Carolina,2020-03-15,66690,66690,pfizer,0.637,0.262,0.017,0.057
Tennessee,2020-03-15,88920,88920,pfizer,0.736,0.164,0.018,0.057
Illinois,2020-03-15,134550,134550,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-03-15,87750,87750,pfizer,0.786,0.092,0.024,0.072
Michigan,2020-03-15,133380,133380,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-03-15,73710,73710,pfizer,0.791,0.064,0.049,0.056
Ohio,2020-03-15,155610,155610,pfizer,0.786,0.122,0.023,0.04
Wisconsin,2020-03-15,78390,78390,pfizer,0.811,0.062,0.03,0.071
Arkansas,2020-03-15,39780,39780,pfizer,0.721,0.152,0.016,0.078
Louisiana,2020-03-15,62010,62010,pfizer,0.588,0.319,0.017,0.052
New Mexico,2020-03-15,28080,28080,pfizer,0.367,0.017,0.016,0.495
Oklahoma,2020-03-15,51480,51480,pfizer,0.65,0.069,0.021,0.111
Texas,2020-03-15,353340,353340,pfizer,0.411,0.117,0.05,0.4
Iowa,2020-03-15,42120,42120,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-03-15,38610,38610,pfizer,0.757,0.055,0.028,0.122
Missouri,2020-03-15,80730,80730,pfizer,0.794,0.112,0.021,0.043
Nebraska,2020-03-15,25740,25740,pfizer,0.785,0.048,0.024,0.113
Colorado,2020-03-15,73710,73710,pfizer,0.678,0.038,0.032,0.218
Montana,2020-03-15,14040,14040,pfizer,0.861,0.006,0.008,0.037
North Dakota,2020-03-15,10530,10530,pfizer,0.841,0.024,0.014,0.04
South Dakota,2020-03-15,11700,11700,pfizer,0.819,0.022,0.013,0.037
Utah,2020-03-15,37440,37440,pfizer,0.778,0.01,0.023,0.144
Wyoming,2020-03-15,8190,8190,pfizer,0.838,0.01,0.006,0.101
Arizona,2020-03-15,92430,92430,pfizer,0.542,0.043,0.033,0.318
California,2020-03-15,515970,515970,pfizer,0.364,0.053,0.147,0.395
Hawaii,2020-03-15,19890,19890,pfizer,0.204,0.012,0.394,0.103
Nevada,2020-03-15,38610,38610,pfizer,0.478,0.092,0.085,0.293
Alaska,2020-03-15,0,0,pfizer,0.6,0.022,0.06,0.07
Idaho,2020-03-15,22230,22230,pfizer,0.816,0.007,0.012,0.129
Oregon,2020-03-15,56160,56160,pfizer,0.75,0.018,0.047,0.134
Washington,2020-03-15,98280,98280,pfizer,0.675,0.038,0.089,0.13
Connecticut,2020-03-08,45630,45630,pfizer,0.657,0.1,0.046,0.169
Maine,2020-03-08,17550,17550,pfizer,0.932,0.014,0.011,0.017
Massachusetts,2020-03-08,87750,87750,pfizer,0.705,0.07,0.067,0.124
New Hampshire,2020-03-08,17550,17550,pfizer,0.898,0.013,0.026,0.039
Rhode Island,2020-03-08,14040,14040,pfizer,0.705,0.059,0.033,0.166
Vermont,2020-03-08,8190,8190,pfizer,0.928,0.011,0.016,0.018
New Jersey,2020-03-08,111150,111150,pfizer,0.545,0.124,0.096,0.21
New York,2020-03-08,140400,140400,pfizer,0.552,0.14,0.086,0.193
Puerto Rico,2020-03-08,43290,43290,pfizer,0.013,0.001,0,0.982
Delaware,2020-03-08,12870,12870,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-03-08,9360,9360,pfizer,0.367,0.45,0.037,0.112
Maryland,2020-03-08,74880,74880,pfizer,0.499,0.296,0.064,0.106
Pennsylvania,2020-03-08,141570,141570,pfizer,0.76,0.104,0.035,0.078
Virginia,2020-03-08,105300,105300,pfizer,0.613,0.189,0.067,0.096
West Virginia,2020-03-08,23400,23400,pfizer,0.925,0.032,0.008,0.014
Alabama,2020-03-08,60840,60840,pfizer,0.654,0.265,0.014,0.044
Florida,2020-03-08,262080,262080,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-03-08,125190,125190,pfizer,0.52,0.313,0.041,0.098
Kentucky,2020-03-08,54990,54990,pfizer,0.845,0.08,0.016,0.037
Mississippi,2020-03-08,36270,36270,pfizer,0.566,0.376,0.01,0.03
North Carolina,2020-03-08,126360,126360,pfizer,0.627,0.209,0.029,0.097
South Carolina,2020-03-08,62010,62010,pfizer,0.637,0.262,0.017,0.057
Tennessee,2020-03-08,83070,83070,pfizer,0.736,0.164,0.018,0.057
Illinois,2020-03-08,125190,125190,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-03-08,80730,80730,pfizer,0.786,0.092,0.024,0.072
Michigan,2020-03-08,124020,124020,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-03-08,67860,67860,pfizer,0.791,0.064,0.049,0.056
Ohio,2020-03-08,143910,143910,pfizer,0.786,0.122,0.023,0.04
Wisconsin,2020-03-08,72540,72540,pfizer,0.811,0.062,0.03,0.071
Arkansas,2020-03-08,37440,37440,pfizer,0.721,0.152,0.016,0.078
Louisiana,2020-03-08,57330,57330,pfizer,0.588,0.319,0.017,0.052
New Mexico,2020-03-08,25740,25740,pfizer,0.367,0.017,0.016,0.495
Oklahoma,2020-03-08,47970,47970,pfizer,0.65,0.069,0.021,0.111
Texas,2020-03-08,328770,328770,pfizer,0.411,0.117,0.05,0.4
Iowa,2020-03-08,38610,38610,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-03-08,35100,35100,pfizer,0.757,0.055,0.028,0.122
Missouri,2020-03-08,76050,76050,pfizer,0.794,0.112,0.021,0.043
Nebraska,2020-03-08,23400,23400,pfizer,0.785,0.048,0.024,0.113
Colorado,2020-03-08,69030,69030,pfizer,0.678,0.038,0.032,0.218
Montana,2020-03-08,14040,14040,pfizer,0.861,0.006,0.008,0.037
North Dakota,2020-03-08,10530,10530,pfizer,0.841,0.024,0.014,0.04
South Dakota,2020-03-08,10530,10530,pfizer,0.819,0.022,0.013,0.037
Utah,2020-03-08,35100,35100,pfizer,0.778,0.01,0.023,0.144
Wyoming,2020-03-08,8190,8190,pfizer,0.838,0.01,0.006,0.101
Arizona,2020-03-08,85410,85410,pfizer,0.542,0.043,0.033,0.318
California,2020-03-08,479700,479700,pfizer,0.364,0.053,0.147,0.395
Hawaii,2020-03-08,18720,18720,pfizer,0.204,0.012,0.394,0.103
Nevada,2020-03-08,36270,36270,pfizer,0.478,0.092,0.085,0.293
Alaska,2020-03-08,0,0,pfizer,0.6,0.022,0.06,0.07
Idaho,2020-03-08,19890,19890,pfizer,0.816,0.007,0.012,0.129
Oregon,2020-03-08,51480,51480,pfizer,0.75,0.018,0.047,0.134
Washington,2020-03-08,91260,91260,pfizer,0.675,0.038,0.089,0.13
Alabama,2020-03-01,54990,54990,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-03-01,53820,53820,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-03-01,78390,78390,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-03-01,33930,33930,pfizer,0.721,0.152,0.016,0.078
California,2020-03-01,438750,438750,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-03-01,63180,63180,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-03-01,42120,42120,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-03-01,11700,11700,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-03-01,9360,9360,pfizer,0.367,0.45,0.037,0.112
Florida,2020-03-01,239850,239850,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-03-01,114660,114660,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-03-01,16380,16380,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-03-01,18720,18720,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-03-01,114660,114660,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-03-01,74880,74880,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-03-01,35100,35100,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-03-01,32760,32760,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-03-01,50310,50310,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-03-01,52650,52650,pfizer,0.588,0.319,0.017,0.052
Maine,2020-03-01,16380,16380,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-03-01,69030,69030,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-03-01,79560,79560,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-03-01,113490,113490,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-03-01,62010,62010,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-03-01,33930,33930,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-03-01,69030,69030,pfizer,0.794,0.112,0.021,0.043
Montana,2020-03-01,12870,12870,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-03-01,22230,22230,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-03-01,33930,33930,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-03-01,16380,16380,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-03-01,101790,101790,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-03-01,24570,24570,pfizer,0.367,0.017,0.016,0.495
New York,2020-03-01,128700,128700,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-03-01,115830,115830,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-03-01,9360,9360,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-03-01,132210,132210,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-03-01,43290,43290,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-03-01,47970,47970,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-03-01,129870,129870,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-03-01,39780,39780,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-03-01,12870,12870,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-03-01,57330,57330,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-03-01,10530,10530,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-03-01,76050,76050,pfizer,0.736,0.164,0.018,0.057
Texas,2020-03-01,300690,300690,pfizer,0.411,0.117,0.05,0.4
Utah,2020-03-01,31590,31590,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-03-01,8190,8190,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-03-01,95940,95940,pfizer,0.613,0.189,0.067,0.096
Washington,2020-03-01,84240,84240,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-03-01,22230,22230,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-03-01,66690,66690,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-03-01,7020,7020,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-02-22,47970,47970,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-02-22,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-02-22,69030,69030,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-02-22,29250,29250,pfizer,0.721,0.152,0.016,0.078
California,2020-02-22,382590,382590,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-02-22,54990,54990,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-02-22,36270,36270,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-02-22,10530,10530,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-02-22,8190,8190,pfizer,0.367,0.45,0.037,0.112
Florida,2020-02-22,209430,209430,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-02-22,99450,99450,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-02-22,15210,15210,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-02-22,16380,16380,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-02-22,99450,99450,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-02-22,64350,64350,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-02-22,31590,31590,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-02-22,28080,28080,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-02-22,44460,44460,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-02-22,45630,45630,pfizer,0.588,0.319,0.017,0.052
Maine,2020-02-22,14040,14040,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-02-22,59670,59670,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-02-22,70200,70200,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-02-22,99450,99450,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-02-22,54990,54990,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-02-22,29250,29250,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-02-22,60840,60840,pfizer,0.794,0.112,0.021,0.043
Montana,2020-02-22,10530,10530,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-02-22,18720,18720,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-02-22,29250,29250,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-02-22,14040,14040,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-02-22,88920,88920,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-02-22,21060,21060,pfizer,0.367,0.017,0.016,0.495
New York,2020-02-22,112320,112320,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-02-22,100620,100620,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-02-22,8190,8190,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-02-22,115830,115830,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-02-22,38610,38610,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-02-22,42120,42120,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-02-22,113490,113490,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-02-22,35100,35100,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-02-22,11700,11700,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-02-22,49140,49140,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-02-22,9360,9360,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-02-22,65520,65520,pfizer,0.736,0.164,0.018,0.057
Texas,2020-02-22,262080,262080,pfizer,0.411,0.117,0.05,0.4
